State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Month, Year, Program(s), Operating Time, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, Unit Type, Fuel Type (Primary)
"TX","Forney Power Plant","55480","U6",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","604.37","108365.6",,"0.341","0.0374","18.134","67556.959","1136781.647","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Frontera Generation Facility","55098","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","101.93","14855.12",,"0.044","0.0313","1.867","8632.432","145261.79","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Frontera Generation Facility","55098","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","41.32","4959.88",,"0.016","0.0356","0.671","3081.072","51847.277","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Gibbons Creek Steam Electric Station","6136","1",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","610.05","114720.8",,"10.861","0.1107","75.513","136630.862","1348609.853","6","ERCOT","Tangentially-fired","Coal",
"TX","Graham","3490","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","28.6","1302.66",,"0.005","0.1119","1.797","1038.042","17467.966","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Graham","3490","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","84.92","6625.4",,"0.023","0.1422","5.731","4583.269","77122.562","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Tangentially-fired","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY73",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","3.71","161.49",,"0.001","0.2964","0.241",,"2505.4","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY74",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY81",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","9.95","349.11",,"0.002","0.4311","0.651",,"5609.8","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY82",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","8.48","284.56",,"0.002","0.4038","0.549",,"4771.9","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY83",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","10.92","437.25",,"0.002","0.3745","0.769",,"6976.2","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Greens Bayou","3464","GBY84",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","14.18","493.76",,"0.003","0.3898","1.032",,"8096.5","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","H W Pirkey Power Plant","7902","1",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","680.68","444077.46",,"357.022","0.1563","334.393","465568.98","4276383.59","6",,"Dry bottom wall-fired boiler","Coal",
"TX","Handley Generating Station","3491","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","276.78","26420.72",,"0.091","0.0137","2.881","18089.495","304386.332","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Handley Generating Station","3491","4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","38.92","3728.3",,"0.015","0.0176","0.296","2941.057","49490.705","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Handley Generating Station","3491","5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","87.57","8695.7",,"0.034","0.0226","0.899","6818.907","114735.565","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Hardin County Peaking Facility","56604","HCCT1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","105.35","6050.32",,"0.024","0.0432","1.274","4729.931","79592.783","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Hardin County Peaking Facility","56604","HCCT2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","94.05","5357.13",,"0.021","0.0452","1.22","4136.516","69597.215","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Harrington Station","6193","061B",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","744.0","177708.0",,"424.683","0.1553","128.338","176429.2","1682202.1","6","SPP","Tangentially-fired","Coal",
"TX","Harrington Station","6193","062B",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","738.53","176543.04",,"459.619","0.1493","133.871","187032.861","1783914.18","6","SPP","Tangentially-fired","Coal",
"TX","Harrington Station","6193","063B",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","367.16","84263.11",,"217.934","0.1336","63.34","93862.378","897729.55","6","SPP","Tangentially-fired","Coal",
"TX","Harrison County Power Project","55664","GT-1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","597.49","145802.0",,"0.289","0.0178","7.086","57224.914","962919.873","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Harrison County Power Project","55664","GT-2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","601.38","143536.8",,"0.309","0.0201","8.393","61222.295","1030184.979","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Hays Energy Facility","55144","STK1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","311.2","52334.2",,"0.113","0.0131","2.466","22428.46","377395.04","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Hays Energy Facility","55144","STK2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","744.0","126573.0",,"0.275","0.0134","6.162","54500.1","916994.5","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Hays Energy Facility","55144","STK3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","95.72","16629.44",,"0.036","0.0129","0.768","7124.208","119881.352","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Hays Energy Facility","55144","STK4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","351.05","60446.46",,"0.131","0.0133","2.777","25959.101","436776.339","6",,"Combined cycle","Pipeline Natural Gas",
"TX","J K Spruce","7097","**1",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","735.75","225216.75",,"59.267","0.1933","217.545","259980.625","2533927.775","6","ERCOT","Tangentially-fired","Coal",
"TX","J K Spruce","7097","**2",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","553.5","200288.25",,"8.114","0.0481","50.448","215856.425","2103867.625","6","ERCOT","Tangentially-fired","Coal",
"TX","J T Deely","6181","1"," CS012","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","739.0","151556.0",,"508.376","0.0867","77.197","183734.019","1790778.3","6","ERCOT","Tangentially-fired","Coal",
"TX","J T Deely","6181","2"," CS012","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","744.0","148141.0",,"496.974","0.0864","74.909","179661.181","1751082.3","6","ERCOT","Tangentially-fired","Coal",
"TX","Jack County Generation Facility","55230","CT-1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","436.43","90231.59",,"0.192","0.0196","5.283","37949.93","638591.012","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Jack County Generation Facility","55230","CT-2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","418.03","85680.01",,"0.183","0.0231","5.544","36299.566","610814.686","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Jack County Generation Facility","55230","CT-3",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","646.26","138752.8",,"0.285","0.0072","2.791","56527.5","951181.332","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Jack County Generation Facility","55230","CT-4",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","625.13","134159.94",,"0.275","0.0065","2.554","54263.199","913080.892","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Johnson County Generation Facility","54817","EAST",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","185.4","32789.36",,"0.078","0.043","4.69","15393.136","259031.118","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Jones Station","3482","151B",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","446.51","50003.63",,"0.15","0.1123","30.937","29756.124","500680.254","6","SPP","Tangentially-fired","Pipeline Natural Gas",
"TX","Jones Station","3482","152B",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","513.02","60528.28",,"0.192","0.0805","28.29","38092.486","640982.223","6","SPP","Tangentially-fired","Pipeline Natural Gas",
"TX","Jones Station","3482","153T",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","88.52","13991.05",,"0.042","0.0343","1.946","8240.618","138663.928","6","SPP","Combustion turbine","Pipeline Natural Gas",
"TX","Jones Station","3482","154T",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","73.3","12053.81",,"0.031","0.0345","1.446","6136.179","103248.585","6","SPP","Combustion turbine","Pipeline Natural Gas",
"TX","Knox Lee Power Plant","3476","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Knox Lee Power Plant","3476","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Knox Lee Power Plant","3476","4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Knox Lee Power Plant","3476","5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Tangentially-fired","Pipeline Natural Gas",
"TX","Lake Hubbard","3452","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","20.82","1376.81",,"0.006","0.089","1.863","1176.724","19799.259","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Lake Hubbard","3452","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","70.89","9047.99",,"0.032","0.0137","0.659","6360.859","107034.819","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Lamar Power Plant","55097","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","622.86","135262.81",,"0.315","0.0394","17.813","62489.621","1051516.052","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Lamar Power Plant","55097","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","621.72","135422.36",,"0.317","0.0346","16.801","62843.145","1057436.185","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Lamar Power Plant","55097","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","607.71","131367.75",,"0.304","0.0369","16.87","60181.059","1012669.924","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Lamar Power Plant","55097","4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","567.64","122552.56",,"0.288","0.0344","13.743","57081.312","960513.422","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Laredo","3439","4",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","229.04","19688.87",,"0.054","0.0146","0.922","10768.762","181210.373","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Laredo","3439","5",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","97.15","7052.69",,"0.021","0.0125","0.335","4085.462","68749.265","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Leon Creek","3609","CGT1",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","13.28","523.59",,"0.002","0.0294","0.052","340.86","5735.831","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Leon Creek","3609","CGT2",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","29.74","1059.93",,"0.004","0.0321","0.112","721.49","12138.122","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Leon Creek","3609","CGT3",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","18.32","645.27",,"0.002","0.0754","0.084","417.044","7015.808","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Leon Creek","3609","CGT4",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","20.59","813.46",,"0.003","0.0346","0.091","522.375","8789.554","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Lewis Creek","3457","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","742.7","152344.4",,"0.451","0.0224","17.129","89423.6","1504722.35","6","SPP","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Lewis Creek","3457","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","744.0","152586.0",,"0.449","0.0226","17.146","89030.6","1498098.1","6","SPP","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Limestone","298","LIM1",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP, MATS","605.65","306350.0",,"595.454","0.2141","284.949","292977.152","2694429.18","6","ERCOT","Tangentially-fired","Coal",
"TX","Limestone","298","LIM2",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP, MATS","676.49","430263.68",,"968.867","0.1815","382.648","434782.842","3995755.449","6","ERCOT","Tangentially-fired","Coal",
"TX","Lone Star Power Plant","3477","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","31.06","474.34",,"0.002","0.096","0.279","350.086","5887.88","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Lost Pines 1","55154","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","242.17","36161.66",,"0.12","0.0201","3.796","23614.059","397351.486","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Lost Pines 1","55154","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","101.55","14948.36",,"0.051","0.0228","1.67","10144.487","170695.052","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Magic Valley Generating Station","55123","CTG-1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","655.42","198224.18",,"0.388","0.0134","8.462","76900.856","1294018.792","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Magic Valley Generating Station","55123","CTG-2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","744.0","231797.0",,"0.471","0.012","9.418","93305.6","1570053.2","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Martin Lake","6146","1",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","738.86","494612.16",,"1084.21","0.1612","390.593","524714.815","4819647.872","6",,"Tangentially-fired","Coal",
"TX","Martin Lake","6146","2",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","230.45","88705.0",,"78.352","0.1444","72.801","103182.703","947760.786","6",,"Tangentially-fired","Coal",
"TX","Martin Lake","6146","3",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","268.78","129449.0",,"136.377","0.1616","101.597","138456.4","1271757.266","6",,"Tangentially-fired","Coal",
"TX","Midlothian Energy","55091","STK1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","714.98","122327.14",,"0.276","0.0137","6.02","54571.795","918288.669","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Midlothian Energy","55091","STK2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","744.0","127179.0",,"0.287","0.0129","6.198","56932.5","957982.3","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Midlothian Energy","55091","STK3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","81.9","9568.69",,"0.032","0.022","0.724","6287.422","105797.354","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Midlothian Energy","55091","STK4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","711.33","120049.92",,"0.267","0.0131","5.816","52986.692","891584.471","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Midlothian Energy","55091","STK5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","707.25","128229.75",,"0.288","0.0137","6.323","57018.175","959447.9","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Midlothian Energy","55091","STK6",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","484.46","79483.95",,"0.191","0.0151","4.282","37817.405","636340.435","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Montana Power Station","58562","GT-1",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","368.1","24342.49",,"0.067","0.0132","1.25","13191.031","221953.739","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Montana Power Station","58562","GT-2",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","246.99","15829.57",,"0.044","0.0164","0.827","8738.359","147035.262","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Monticello","6147","1",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","188.2","68197.0",,"286.427","0.1461","58.771","84112.42","801980.82","6","ERCOT","Tangentially-fired","Coal",
"TX","Monticello","6147","2",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","127.62","33276.44",,"137.888","0.1505","30.427","40402.602","385225.828","6","ERCOT","Tangentially-fired","Coal",
"TX","Monticello","6147","3",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","231.28","108955.0",,"124.897","0.1321","81.151","124307.192","1185231.052","6","ERCOT","Dry bottom wall-fired boiler","Coal",
"TX","Morgan Creek","3492","CT1",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","5.25","221.37",,"0.001","0.301","0.491",,"3262.9","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Morgan Creek","3492","CT2",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","5.75","208.38",,"0.001","0.301","0.449",,"2983.8","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Morgan Creek","3492","CT3",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","5.43","210.15",,"0.001","0.301","0.457",,"3038.0","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Morgan Creek","3492","CT4",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","0.27","0.27",,"0.001","0.367","0.001",,"4.9","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Morgan Creek","3492","CT5",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","0.0",,,,,,,,"6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Morgan Creek","3492","CT6",,"5","2016","CSNOX, CSNOXOS, CSSO2G2","0.32","0.32",,"0.027","0.376","0.02",,"106.0","6","ERCOT","Combustion turbine","Pipeline Natural Gas",
"TX","Mountain Creek Generating Station","3453","6",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","102.42","1860.85",,"0.009","0.0541","1.006","1711.994","28807.978","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Mountain Creek Generating Station","3453","7",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","137.5","2747.96",,"0.012","0.0908","2.543","2408.05","40519.75","6","ERCOT","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Mountain Creek Generating Station","3453","8",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","224.9","43117.7",,"0.13","0.0226","5.036","25813.47","434334.93","6","ERCOT","Tangentially-fired","Pipeline Natural Gas",
"TX","Mustang Station","55065","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","632.94","127864.56",,"0.294","0.0428","19.985","58190.296","979166.897","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Mustang Station","55065","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","462.36","90715.4",,"0.206","0.0431","14.085","40762.841","685920.371","6",,"Combined cycle","Pipeline Natural Gas",
"TX","Mustang Station (56326)","56326","GEN1",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","55.6","6106.77",,"0.022","0.0459","1.212","4374.384","73606.743","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Mustang Station (56326)","56326","GEN2",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","33.8","4581.3",,"0.003","0.0274","0.113","512.06","8616.0","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Mustang Station (56326)","56326","GEN3",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","0.0",,,,,,,,"6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Nacogdoches Power LLC","55708","BFB-1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","171.0","10799.0",,"0.08","0.0749","6.34","15672.275","150278.825","6",,"Bubbling fluidized bed boiler","Wood",
"TX","New Gulf Power Facility","50137","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","3.35","182.76",,"0.001","0.174","0.207","141.445","2380.64","6",,"Combustion turbine","Pipeline Natural Gas",
"TX","Newman","3456","**4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","744.0","39674.0",,"0.164","0.1789","48.016","32484.3","546614.1","6","WECC","Combined cycle","Pipeline Natural Gas",
"TX","Newman","3456","**5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","741.78","39441.7",,"0.126","0.1815","37.318","25020.797","421029.691","6","WECC","Combined cycle","Pipeline Natural Gas",
"TX","Newman","3456","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","137.5","6290.5",,"0.014","0.1975","4.507","2711.85","45637.75","6","WECC","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Newman","3456","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","604.56","29054.76",,"0.101","0.1694","29.688","20000.006","336567.072","6","WECC","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Newman","3456","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","540.67","28418.34",,"0.105","0.2956","53.366","20819.058","350328.317","6","WECC","Dry bottom wall-fired boiler","Pipeline Natural Gas",
"TX","Newman","3456","GT-6A",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","524.66","29149.58",,"0.078","0.0478","6.179","15448.251","259615.21","6","WECC","Combined cycle","Pipeline Natural Gas",
"TX","Newman","3456","GT-6B",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","529.97","29849.93",,"0.122","0.0307","5.136","24203.179","407431.136","6","WECC","Combined cycle","Pipeline Natural Gas",
"TX","Nichols Station","3484","141B",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","262.97","9246.61",,"0.03","0.0897","4.891","6055.15","101892.69","6","SPP","Tangentially-fired","Pipeline Natural Gas",
"TX","Nichols Station","3484","142B",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","108.27","1257.83",,"0.006","0.0652","0.839","1196.179","20130.321","6","SPP","Tangentially-fired","Pipeline Natural Gas",
"TX","Nichols Station","3484","143B",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","336.59","16620.34",,"0.057","0.1271","14.42","11538.852","194160.684","6","SPP","Tangentially-fired","Pipeline Natural Gas",
"TX","Nueces Bay","3441","8",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","308.78","58073.87",,"0.133","0.0373","4.847","26365.159","443647.143","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","Nueces Bay","3441","9",,"5","2016","CSNOX, CSNOXOS, CSSO2G2, ARP","303.48","59637.38",,"0.135","0.0315","4.057","26707.566","449395.996","6","ERCOT","Combined cycle","Pipeline Natural Gas",
"TX","O W Sommers","3611","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G2","108.36","8814.52",,"0.03","0.0858","5.919","5914.112","99484.768","6","ERCOT","Tangentially-fired","Pipeline Natural Gas",
